Sample_title	482N1 shLuciferase rep1	482N1 shLuciferase rep2	482N1 shArntl2 #1 rep1	482N1 shArntl2 #1 rep2	482N1 shArntl2 #2 rep1	482N1 shArntl2 #2 rep2	end
Tbxa2r	0	0	0	0	0	0	TBXA2R
Tbxas1	0	0.115132	0	0.0780986	0	0.100656	TBXAS1
Tc2n	0.417815	0.331301	0.240679	0.350114	0.267024	0.318291	TC2N
Tcaim	4.11781	4.14965	6.17558	5.96534	4.46314	4.82827	TCAIM
Tcap	0	0.123306	0	0.501441	0.0993481	0.215849	TCAP
Tcea1	80.4728	67.9498	219.32081	228.49443	82.22776	77.1878	TCEA1
Tcea2	5.6458	5.98802	11.6328	12.70753	5.61673	5.97328	TCEA2
Tcea3	2.17873	2.91344	5.92518	5.05408	8.3537	9.43713	TCEA3
Tceal1	9.63117	8.29564	4.22063	4.88921	9.85826	13.397	TCEAL1
Tceal3	0	0	0	0	0.0964715	0	TCEAL6
Tceal5	0	0.117267	0.452045	0.795014	0	0.307718	TCEAL5
Tceal7	0	0	0	0	0	0	TCEAL7
Tceal8	50.31087	40.848934	69.56082	68.27871	41.84875	43.77517	TCEAL8
Tceanc	2.52791	2.29165	3.75472	3.72999	3.04689	3.42137	TCEANC
Tceanc2	5.863948	6.60329	11.69897	11.53804	7.251016	5.490073	TCEANC2
Tcerg1	27.47078	41.57895	44.32593	47.18538	33.82467	49.65384	TCERG1
Tcerg1l	0	0	0	0	0	0	TCERG1L
Tcf12	21.640012	28.2132182390471	61.6031602	62.9633252905045	15.94116876988	23.390050469232	TCF12
Tcf15	0	0	0	0	0	0	TCF15
Tcf19	14.94454	18.90471	5.85117	5.729777	14.74024	19.29362	TCF19
Tcf20	17.26404	22.66867	33.31117	35.685754	17.12801	28.11095	TCF20
Tcf21	0	0	0	0	0	0	TCF21
Tcf23	0.193843	0.157956	0.58979	0.499709	0.171166	0.207231	TCF23
Tcf24	3.68294	4.05755	6.74545	7.08015	3.94903	6.75187	TCF24
Tcf25	108.6128	138.913877	206.6718	205.751037	101.5685664	125.077783	TCF25
Tcf3	50.791974	75.15963	82.306671	79.23926	44.40171	68.38308	TCF3
Tcf4	10.44801872	15.5753407	7.2670054	8.6966227583375	7.77860420018364	12.5307959	TCF4
Tcf7	15.6981674	21.4352	10.0439	11.617	10.6943	14.6842	TCF7
Tcf7l1	3.668417	5.9821	4.547149	4.7657	8.60619	7.93533	TCF7L1
Tcf7l2	8.108053	12.0614723418966	12.06930732246	12.60310803	5.56638699	7.92414847	TCF7L2
Tcfl5	0	0	0	0	0	0	TCFL5
Tchhl1	0	0	0	0	0	0	TCHHL1
Tchp	4.82936	6.10703	11.0166	10.5878	5.32682	6.68667	TCHP
Tcirg1	59.71645	69.70351	39.61738	35.02052	43.951194	60.59785	TCIRG1
Tcl1	0	0	0	0	0	0	TCL1A
Tcn2	71.9169060853543	94.21923	97.21459	98.214210728707	63.72275	84.84207	TCN2
Tcof1	13.739437	21.459738	30.79846	31.6072	18.415113	30.026337	TCOF1
Tcp1	320.22035	350.56474	381.09378	381.79543	373.666	365.4024	TCP1
Tcp11	0.0567405	0	0	0	0	0.0890373	TCP11
Tcp11l1	4.610607	5.406685	24.4446	24.39877	5.194399	7.417436	TCP11L1
Tcp11l2	17.3176	21.956	17.6308	17.1789	9.37483	12.1173	TCP11L2
Tcta	25.07817	23.07895	15.82235	16.81868	22.40914	20.50812	TCTA
Tcte1	0.0622036	0	0	0	0.119636	0.0457595	TCTE1
Tctex1d1	0	0	0	0	0.055367	0	TCTEX1D1
Tctex1d2	22.72734	18.02723	20.76154	23.38101	38.04627	38.40562	TCTEX1D2
Tctex1d4	0.238144	0.257915	0.263006	0.174807	0	0.337267	TCTEX1D4
Tctn1	7.39682	8.2745	6.57005	7.17806	5.48128	7.80136	TCTN1
Tctn2	15.3398	22.1248	11.8022	12.8992	8.46722	9.97376	TCTN2
Tctn3	4.75327	5.92981	8.63734	8.63567	4.28374	6.78951	TCTN3
Tdgf1	0.171677	0.249896	0	0	0	0.109139	TDGF1
Tdo2	0.0707676	0	0	0	0.125288	0.13481	TDO2
Tdp1	12.9682	14.1875	17.032	17.9945	18.0128	20.638	TDP1
Tdp2	36.4835	36.444	34.5799	36.7935	42.6973	44.3773	TDP2
Tdrd1	0.0414693027	0.0455385164	0	0.0645334992	0.0367886838	0.0393032817	TDRD1
Tdrd12	0.0689361	0	0	0	0.0188578	0.0658759	LOC101929327
Tdrd3	7.21266	8.17119	12.82829	12.99258	4.51598	6.90397	TDRD3
Tdrd5	0.149945	0.0357985	0.256081	0.5331464	0.185586	0.401672	TDRD5
Tdrd6	0.013560006	0	0	0.03978494	0.011927606	0.03818346	TDRD6
Tdrd7	10.61041	14.40232	13.98935	14.96064	15.5579	22.0209	TDRD7
Tdrd9	0.122145	0.199473	0.0224924	0	0.143537	0.173042	TDRD9
Tdrkh	17.46808	18.33731	32.60307	31.51196	23.1317	26.63168	TDRKH
Tdrp	4.34951	4.40738	7.58038	7.53096	5.7155	5.85698	TDRP
Tead1	17.199517	24.6452941	27.64337	31.429225	17.441575	31.968522	TEAD1
Tead2	91.811267	121.59289	132.533005	127.04914	91.321554	117.772483	TEAD2
Tead3	7.04293	10.379079	9.590673	8.987887	7.098644	7.761881222282	TEAD3
Tead4	3.874068	5.25672	8.77915	9.50471	6.25694	7.53319	TEAD4
Tec	14.229512	17.03892	3.362018	3.158901	12.33005	13.64473	TEC
Tecpr1	34.8304	50.1104	37.8611	36.1764	34.1171	53.8933	TECPR1
Tecpr2	3.4450705977	4.532656	5.122488	5.68566316	2.2575700280987	4.12524000216766	TECPR2
Tecr	243.1494	342.4171	356.4896	367.1447	266.9649	318.0644	TECR
Tecrl	0	0	0	0	0	0.0491136	TECRL
Tecta	0	0.02866642	0	0	0	0.02473644	TECTA
Tectb	0	0	0	0	0.0684113	0	TECTB
Tef	24.77373	30.47914	29.4297	27.34357	13.75191	18.22512	TEF
Tefm	23.5866	15.3589	22.0991	19.4306	19.2801	13.14	TEFM
Tek	0.0229205	0.0250216	0	0.0339026	0.0203049	0.0218034	TEK
Tekt1	0	0	0.083405726646	0	0	0	TEKT1
Tekt2	0.414939	0.376002	0.689701	1.425065	0.469547	0.58635	TEKT2
Tekt3	0	0	0	0	0	0	TEKT3
Tekt4	0	0	0.0704675	0	0	0	TEKT4
Tekt5	0	0	0	0	0.0702641	0	TEKT5
Telo2	5.035732146926	5.310148	13.540771	13.4347	5.088363	5.635846	TELO2
Ten1	22.6288	24.8279	28.7996	24.8846	26.5325	22.3026	TEN1
Tenm1	0.0530348	0.077557	0.0781348	0.1278521	0.0606928	0.0666135	TENM1
Tenm2	0.0099053150535	0.021530741016	0.010885205132	0.043502235608	0.017407713051	0	TENM2
Tenm3	0	0	0	0	0	0	TENM3
Tenm4	5.35579	8.52289	3.747405	4.4621	4.94544	9.5057	TENM4
Tep1	7.78307	11.4714	13.8173	15.971	7.75813	13.4005	TEP1
Tepp	0.372181	0.198322	0.199643	0.265161	0	0.17101	TEPP
Terf1	13.9373	17.623604	9.63048	11.112781	19.58813	20.801451	TERF1
Terf2	19.371918	25.915761	27.64649	25.51582	20.2468	24.733857	TERF2
Terf2ip	8.72744	10.7096	17.5903	16.5471	8.66911	10.8507	TERF2IP
Tert	5.06712	6.8418	8.37975	8.59899	4.40047	6.86194	TERT
Tes	279.49	278.332	212.632	216.01	291.593	291.222	TES
Tesc	0.114791	0.125123	0.336504	0.167741	0.0993157	0.214877	TESC
Tesk1	6.52011	10.4219	23.2115	21.3913	6.23227	10.7063	TESK1
Tesk2	3.17741	3.69837	3.8978	3.95603	3.3395	3.95948	TESK2
Tespa1	0	0	0	0	0	0	TESPA1
Tet1	0.302091	0.310422	0.123796	0.2338566604	0.2379212191	0.35052	TET1
Tet2	6.23309	7.42411	3.95614	4.155877	4.080286	5.71655	TET2
Tet3	4.94242	6.16703	7.93122	8.36693	4.85674	7.20265	TET3
Tex10	25.0374	32.2282	38.6494	41.7486	26.3737	32.9052	TEX10
Tex101	0	0	0	0	0	0	TEX101
Tex11	0.243659	0	0	0.103837	0.0621946	0.0425535	TEX11
Tex12	0	0.278146	0	0	0	0	TEX12
Tex13a	0	0	0	0	0	0	TEX13A
Tex14	0.0838699	0.0686442	0.163297	0.15479	0.185793	0.278862	TEX14
Tex15	0.0674919	0.0449704	0	0	0.0365045	0.0784436	TEX15
Tex19.2	0	0	0	0	0	0	TEX19
Tex2	6.39486	9.99382	15.1045	15.5695	10.5142	16.5726	TEX2
Tex22	0.242692	0	0.229881	0	0	0	TEX22
Tex26	0.383927	0.336525	0.183978	0.227403	0.408428	0.3669262815	TEX26
Tex261	50.958	64.7532	107.925	98.7948	40.0656	54.6918	TEX261
Tex264	37.75317	48.05863	67.8443	68.19342	60.51753	72.6258	TEX264
Tex28	0	0	0	0	0	0	TEX28
Tex30	67.60771	46.3016	36.78202	37.17321	69.91173	54.62215	TEX30
Tex33	0	0	0	0	0	0	TEX33
Tex35	0	0	0.174032657	0.45935	0.271753633	0.257242	TEX35
Tex36	0	0	0	0	0	0	TEX36
Tex37	0	0	0	0	0	0	TEX37
Tex38	0.149178	0.16306	0.500649	1.56355	0.131404	0.432813	TEX38
Tex40	0.31231	1.02188	0.520637	0.921362	1.36912	2.09154	TEX40
Tex9	1.609663	1.4048704765	2.383186	1.774124	1.3759149	1.2417	TEX9
Tfam	38.31144	35.48705	36.97606	38.41023	32.24993	28.49439	TFAM
Tfap2a	0.504142	0.299567	0.583944	0.513855	0.311159	0.306667107	TFAP2A
Tfap2b	0.099933528	0.0362371	0.0185865067	0.049303663	0	0.047126647	TFAP2B
Tfap2c	0	0	0	0	0.031456100474225	0	TFAP2C
Tfap2d	0	0	0	0	0	0	TFAP2D
Tfap2e	0	0	0	0	0	0	TFAP2E
Tfap4	6.72709	11.732	16.3254	16.5881	10.6779	11.2666	TFAP4
Tfb1m	6.7723	8.09699	10.4135	11.7647	11.4087	9.12387	TFB1M
Tfb2m	18.73782	19.30297	40.087796	37.71259	14.796063	17.220297	TFB2M
Tfcp2	11.6312	14.1305	19.3981	18.4708	9.1702	12.1436	TFCP2
Tfcp2l1	0.264465	0.421537	6.13258	7.22153	0.843222	0.757599	TFCP2L1
Tfdp1	62.73691	71.05655	126.52601	122.59675	83.89028	105.4083	TFDP1
Tfdp2	12.5610649	14.9213347863	24.370876	25.72549	13.561437	19.246042	TFDP2
Tfe3	25.63941	40.7543034556	45.48946453702	45.920624	26.54619	40.0283540006948	TFE3
Tfeb	6.436247507	10.84128	6.22244202057	7.291	6.88676169	10.285104392	TFEB
Tfec	0	0	0	0	0	0.0590671	TFEC
Tff1	2.10055	1.31216	2.66406	1.34256	4.1616	2.02977	TFF1
Tff2	0.229809	0.251717	0.770952	0.342583	0.201877	0	TFF2
Tff3	0	0	1.88639	0.998188	0	0	TFF3
Tfg	91.0153	120.64	103.274	97.6581	89.3579	134.69	TFG
Tfip11	21.9149	29.3843	32.3546	32.1198	22.5974	29.8191	TFIP11
Tfpi	0.0567178	0.0967144	0.990464	0.94169	0.328632080571	0.2541963	TFPI
Tfpi2	0.23947	0.0875243	0	0	0.0710369	0.307188	TFPI2
Tfpt	25.2631	23.1408	24.2929	24.9139	20.57534	19.74634	TFPT
Tfr2	1.506519	1.53866	1.433258	1.79421	1.40025	2.398154	TFR2
Tfrc	69.632	75.3261	47.4069	46.6762	52.0688	55.415	TFRC
Tg	0	0	0.037964	0	0.0101211	0	TG
Tgds	25.1678	23.9417	17.6632	16.1649	31.2884	29.6523	TGDS
Tgfa	14.9588	24.1891	29.1936	29.1427	26.7289	43.7795	TGFA
Tgfb1	90.6733	148.726	45.8789	45.3511	76.6685	111.861	TGFB1
Tgfb1i1	7.298482	11.817516	7.09047	8.1365219	6.855497	11.36171	TGFB1I1
Tgfb2	0.819748	1.299265	0.731502	1.14227000237	0.579282	0.674298	TGFB2
Tgfb3	5.6948	9.64733	5.72399	5.75444	3.94934	6.01915	TGFB3
Tgfbi	17.3492	23.4305	0.787643	0.606963	7.29619	10.0392	TGFBI
Tgfbr1	14.9388338709	16.793682	25.4657216	26.81395	8.873335134609	11.188910000615	TGFBR1
Tgfbr2	18.73105	28.30542	70.4421	70.0898	24.81006	37.4887	TGFBR2
Tgfbr3	5.32561	8.76542	0.842576	0.559529	6.61849	10.6392	TGFBR3
Tgfbrap1	2.790982	4.179254	9.857811	10.82412	2.860766	4.428879	TGFBRAP1
Tgif1	248.73805	332.73187	234.85338	230.75109	180.33805	218.56459	TGIF1
Tgif2	12.685315	18.03655	23.33758	20.94041	14.46975	20.11399	TGIF2
Tgif2lx1	0	0	0	0	0	0	TGIF2LX
Tgm1	0.2480750685934	0.57823696762	0.19480720637	0.0519675372094	0.716241332677	1.03503	TGM1
Tgm2	24.8594	37.669	38.2979	37.9729	38.5889	59.6542	TGM2
Tgm3	0.283919	0.19725	0.217502	0.266968	0.291576	0.197402	TGM3
Tgm4	2.12447	2.76632	4.90889	3.78672	2.20633	3.75425	TGM4
Tgm5	0.202964	0.0441963	0.538073	0.955179	0.214533	0.19183	TGM5
Tgm6	0.05939196702	0	0.0369999	0	0.0295956	0	TGM6
Tgm7	0.143854	0.156649	0	0.0705387	0.338073	0.272338	TGM7
Tgs1	9.59719	12.1103	15.0132	16.3025	6.1192	8.9345	TGS1
Th	0	0	0	0	0	0	TH
Thada	2.85464	4.29504	8.60491	8.89332	2.29589	3.50323	THADA
Thap1	9.21714	10.70713	18.02793	16.73956	7.997079	9.153183	THAP1
Thap11	28.1398	35.244	51.1691	51.4128	35.1851	48.3664	THAP11
Thap2	4.29333	4.73969	10.2381	10.9832	4.31051	4.92356	THAP2
Thap3	17.78749	20.92532	24.86516	26.25054	18.45147	20.82652	THAP3
Thap4	37.6117	49.854	31.30653	31.14507	46.6408	55.9331	THAP4
Thap7	17.4545	21.3105	27.3681	22.682	19.235	21.7855	THAP7
Thbd	24.8074	30.9111	18.7817	18.6785	26.3819	35.6635	THBD
Thbs1	42.611	63.8251	50.5386	52.5808	26.5022	43.4387	THBS1
Thbs2	0.235729	0.367822	0.0559632	0	0.492481	0.431117	THBS2
Thbs3	8.83384	11.309571	9.73437	10.766087	12.311855	16.889331	THBS3
Thbs4	0.18289	0.662572	0.234646	0.268018	0.615432	0.801929	THBS4
Theg	0	0	0	0	0	0	THEG
Them4	9.09019	7.97038	13.0706	14.3025	5.9988	7.10298	THEM4
Them5	0.0888549	0	0	0.13155	0	0.169979	THEM5
Them6	5.07714	5.71344	15.8695	16.6959	5.8865	7.22949	THEM6
Themis	0.1467842	0.38155849	0.38739364	0.42550675	0.40357806	0.0848274	THEMIS
Themis2	0	0	0	0	0	0	THEMIS2
Thg1l	4.946417	5.657794	6.032757	8.26379	14.9243	5.00839	THG1L
Thnsl1	14.26886	13.71056	13.834342	13.64427	13.35481	14.53794	THNSL1
Thnsl2	2.83923	3.13917	7.58294	7.90961	2.19744	2.71338	THNSL2
Thoc1	23.9465	22.7326	27.8667	26.2942	17.8943	15.1522	THOC1
Thoc2	16.3269	16.9013	25.9135	27.0127	13.2494	18.4799	THOC2
Thoc3	28.0759	34.4183	32.1297	32.6196	26.0691	34.3598	THOC3
Thoc5	20.3542	24.0149	42.1934	39.8063	18.4623	23.5202	THOC5
Thoc6	36.48588	33.9474	32.6024	37.92578	30.5563	26.72018	THOC6
Thoc7	133.1513	129.7068	77.97444	82.84783	133.672	109.9506	THOC7
Thop1	27.6973	34.9717	43.8223	42.1111	35.2051	46.3051	THOP1
Thpo	0.497461	0.589286	0.753367	1.06895	0.993116	0.731325	THPO
Thra	31.26696	39.68769	37.38397	36.2505	47.89299	66.0001	THRA
Thrap3	36.4148	49.8458	75.5765	73.9578	34.428	48.5436	THRAP3
Thrb	0.897393	1.51052937614	2.844256	2.727223	1.390502	1.932316	THRB
Thrsp	0	0	0	0.144627	0	0.0933899	THRSP
Thsd1	1.01749	1.07919	0.759611	0.779678	1.19187	1.146048	THSD1
Thsd4	1.235641075848	2.32579551027	10.7909172123	10.26237595038	1.763713102155	3.584930627464	THSD4
Thsd7a	0.279976	0.35821	7.1359	7.70526	0.325556	0.608519	THSD7A
Thsd7b	0	0.0172821	0.140396	0.0233512	0.0279852	0.120178	THSD7B
Thtpa	15.7625	17.134	23.6995	25.8046	14.9927	18.2391	THTPA
Thumpd1	21.9313	28.5148	51.343	52.8878	24.0829	34.2576	THUMPD1
Thumpd2	2.23821	2.57168	4.86016	4.84367	1.36915	2.28604	THUMPD2
Thumpd3	45.1076	44.4993	66.4915	66.6346	50.2804	48.5769	THUMPD3
Thy1	0	0	0	0.088049	0.10499	0	THY1
Thyn1	118.4139	88.5167	135.3232	131.4778	100.3878	76.2526	THYN1
Tia1	34.791113	35.203135	45.567616	50.184226	23.998529	26.524768	TIA1
Tial1	42.34896	38.97565	35.68591	39.26329	27.175257	29.29367	TIAL1
Tiam1	1.76348361	2.6870829	2.97939058	3.09322467	1.58915496	2.70351106	TIAM1
Tiam2	18.2579700216288	25.409411	12.8736000002715	13.030192	18.123631	23.10122	TIAM2
Ticam1	8.13042	13.1821	14.5463	14.4919	11.3692	16.4451	TICAM1
Ticam2	0.159622	0.244032	0.106959	0	0.254763	0.333998	TICAM2
Ticrr	3.17327	4.45825	1.18265	1.48976	3.15147	5.56648	TICRR
Tie1	0	0	0	0	0	0.0227629	TIE1
Tifa	29.07454	27.21744	36.78276	35.4964	22.23844	25.7756	TIFA
Tifab	0.0295059	0.032111	0	0.0870534	0	0	TIFAB
Tigd2	6.34308	7.0223	10.6585	11.5518	5.35284	6.4396	TIGD2
Tigd3	1.54616	1.25184	0.792231	1.21491	0.793862	1.04614	TIGD3
Tigd4	0.502724	0.20892	0.394402	0.189664	0.367878	0.332249	TIGD4
Tigd5	0.939225	1.19323	1.76182	1.75363	0.875929	1.05055	TIGD5
Tigit	9.3262	12.6429	21.8863	19.7989	19.5164	24.6518	TIGIT
Timd4	0	0	0	0	0	0	TIMD4
Timeless	6.5893101005	9.0285947934	6.879714149	6.5331180549	8.807926	13.13566	TIMELESS
Timm10	53.9948	45.4389	74.9247	82.6494	47.4779	38.5213	TIMM10
Timm10b	42.86032	40.91126	47.2223	47.3047	47.33411	44.19541	TIMM10B
Timm13	85.5226	85.1897	77.6985	82.6643	85.9706	74.9224	TIMM13
Timm17a	130.823	126.112	89.9025	104.659	123.239	106.813	TIMM17A
Timm17b	33.75688	31.36502	33.910425	33.382945	33.76159	31.6216	TIMM17B
Timm21	35.9653	28.1297	34.4652	35.4052	26.7828	21.8576	TIMM21
Timm22	16.772995	19.26882	15.164409	14.203695	17.543282	16.23644	TIMM22
Timm23	128.421	104.232	156.482	158.747	135.534	109.65	TIMM23
Timm44	47.1801	54.9503	53.6334	58.609	49.1787	52.3592	TIMM44
Timm50	61.6339	65.2809	91.6615	85.914	67.3441	79.1987	TIMM50
Timm8a1	48.5132	42.0982	114.277	112.084	52.2608	45.8633	TIMM8A
Timm8b	318.482	216.288	197.162	201.277	265.437	174.896	TIMM8B
Timm9	25.21538	29.43038	36.61135	29.248602	25.55966	23.87592	TIMM9
Timmdc1	15.3615	15.523	18.502	18.7247	14.3349	13.7041	TIMMDC1
Timp1	150.09501	153.33421	33.31235	40.87418	221.63065	210.81083	TIMP1
Timp2	215.688	315.368	300.64	303.912	152.996	201.005	TIMP2
Timp3	19.0979	25.1405	52.1916	54.7067	15.9559	24.0404	TIMP3
Timp4	0.155921	0.426101	0.0867137	0	0.1379	0.0746398	TIMP4
Tinag	0.397997	0.798247	4.89908	6.300952	0.528174232	0.316725092	TINAG
Tinagl1	158.00636	206.3712	194.37255	199.23127	280.97243	371.58084	TINAGL1
Tinf2	30.365	32.5683	25.648	25.5628	31.4895	31.8634	TINF2
Tiparp	31.9832	31.8811	20.7048	20.0788	38.1457	44.5775	TIPARP
Tipin	38.785682	38.911704	25.6476	23.03852	54.41374	53.61886	TIPIN
Tiprl	22.2057	22.4651	20.5468	23.0357	26.9609	24.3397	TIPRL
Tirap	10.667965	12.0192301003233	11.96486415	13.6815600169666	9.20133000051461	14.5118429780037	TIRAP
Tjap1	29.63634	39.42284	49.17416	47.249	35.857160205467	47.996196	TJAP1
Tjp1	28.7936	42.8783	83.4406	88.482	30.0612	53.6186	TJP1
Tjp2	52.32948	76.898	85.19813	84.73399	64.09433	98.26356	TJP2
Tjp3	1.862932	2.955968	4.09644	3.32705	3.58321	5.89719	TJP3
Tk1	90.40651	84.84743	12.25027	14.0079	128.79088	127.88163	TK1
Tk2	16.95106	19.4153	25.3591	24.338774	17.83392	17.560439	TK2
Tkt	185.564	243.294	196.524	185.444	259.917	344.398	TKT
Tktl1	0	0	0	0.0669207	0.40095	0.301839	TKTL1
Tktl2	0	0	0	0	0	0	TKTL2
Tlcd1	14.805556	16.071373	36.70118	36.09176	18.192984	21.551941	TLCD1
Tlcd2	37.94927	35.50071	35.66173	33.2708	25.128718	26.3298	TLCD2
Tldc1	19.5253	25.2914	14.5587	14.7322	17.2407	21.8969	TLDC1
Tldc2	0	0	0	0	0	0	TLDC2
Tle1	7.66067245	9.4835756	21.927369	23.48723	8.1157128	10.343373	TLE1
Tle2	14.89585	16.98602	15.09874	17.0406	10.08152	14.05061	TLE2
Tle3	25.9524717	38.643858343	34.674850327	35.02473	19.8531302	29.4049998	TLE3
Tle4	5.782318	7.393445121982	15.31691128528	13.717582	5.867294	8.90206	TLE4
Tle6	19.31333	21.07831	12.902146	15.33345	18.78797	27.5926	TLE6
Tlk1	28.9006	36.9718	51.9	56.0084	23.019	30.7194	TLK1
Tlk2	25.845011	34.749424	49.271577	46.989946	24.343566	31.43499	TLK2
Tll1	0.0423826	0.16136	0.51648	0.4676	0.0743633	0.199158	TLL1
Tll2	0	0	0	0	0	0	TLL2
Tln1	38.999	68.9836	63.4821	64.6813	42.498	78.9869	TLN1
Tln2	0.988768	1.390563	0.838168	1.01323	0.860765	1.3569936	TLN2
Tlr1	0.25181	0.310374	0.0453968	0	0.261727	0.465065	TLR1
Tlr2	4.02242	4.03729	8.28999	9.33567	3.64058	4.33578	TLR2
Tlr3	1.992840212789	2.861400824138	3.32302	3.46371	2.37926	3.96189	TLR3
Tlr4	4.80127	5.33682	7.36846	7.46682	4.42053	5.53664	TLR4
Tlr5	0	0.0691465	0	0.140279	0.167919	0.330594	TLR5
Tlr6	0.906747	0.821586	0.467249	0.619552	0.730897	0.917347	TLR6
Tlr7	0.058162306363	0	0	0	0.051843759548	0.02787304083	TLR7
Tlr8	0	0	0	0	0	0	TLR8
Tlr9	0	0	0	0	0	0	TLR9
Tlx1	0	0	0	0	0	0	TLX1
Tlx2	0	0	0	0.0935381	0	0	TLX2
Tlx3	0	0	0	0.0872821	0	0.110394	TLX3
Tm2d1	69.0385	48.5943	69.3678	67.5781	56.5038	43.5563	TM2D1
Tm2d2	108.422	94.2377	105.451	91.8034	73.1337	67.7914	TM2D2
Tm2d3	47.19605	43.42602	56.8864	56.4438	37.2668	36.74494	TM2D3
Tm4sf1	917.6438	650.2709	994.9964	985.0188	663.7701	536.5664	TM4SF1
Tm4sf19	0	0	0.0944355	0	0	0	TM4SF19
Tm4sf20	1.12189	1.23105	22.7415	19.9059	2.50142	2.23734	TM4SF20
Tm4sf4	2.68451	2.85471	2.53612	1.3269	1.87002	3.03354	TM4SF4
Tm4sf5	0.231437	0	0.647221	0.172437	0.101708	0.332079	TM4SF5
Tm6sf1	0.256497	0	0.300011	0.309882	0.246334	0.265231	TM6SF1
Tm6sf2	0.74572	1.0549913	4.52179	4.1709	1.497	3.02819	TM6SF2
Tm7sf2	28.9486	28.4067	41.7255	41.3227	27.8856	31.7142	TM7SF2
Tm7sf3	17.0346	22.4703	35.868	31.4963	18.1371	24.0959	TM7SF3
Tm9sf1	30.924706	43.27147	53.51507	50.19881	29.015198	36.340413	TM9SF1
Tm9sf2	94.6929	116.497	148.94	156.164	93.0608	117.762	TM9SF2
Tm9sf3	142.383	168.315	141.954	142.746	122.526	151.895	TM9SF3
Tm9sf4	48.6436	73.3816	85.8622	88.0998	43.7949	66.2434	TM9SF4
Tma16	26.0695	31.4662	71.6484	72.576	25.5768	24.6842	TMA16
Tma7	456.526	340.717	275.853	285.431	389.281	301.336	TMA7
Tmbim1	108.306	136.422	92.0471	95.9807	95.5459	117.144	TMBIM1
Tmbim4	94.0464	105.907	98.2139	104.124	74.9058	77.9578	TMBIM4
Tmbim6	252.42523	354.8729	419.35179	408.30145	254.48835	333.33382	TMBIM6
Tmc1	0.0307131	0	0	0	0.0272126	0	TMC1
Tmc2	0.126222	0	0	0.0459159	0	0.0590543	TMC2
Tmc3	0.153464	0.376648	0.298605	0.1888	0.272098	0.352502	TMC3
Tmc4	1.29618	0.818156	1.66257	1.28878	0.917495	1.26011	TMC4
Tmc5	0	0	0	0.0515249	0	0	TMC5
Tmc6	18.50424	21.817449	35.221189	35.22725	19.01621	22.03083	TMC6
Tmc7	1.12929	1.71564	1.18211	1.02256	1.71703	2.07854	TMC7
Tmc8	0.911049	1.2827746	1.664569	2.158767	2.166735	2.666462	TMC8
Tmcc1	9.9869557	12.3106631	17.1252764	15.8581016	8.9429225	13.124812	TMCC1
Tmcc2	4.46576	5.362226	10.1509	10.361327	2.406571	3.44886	TMCC2
Tmcc3	13.03471	17.8504444375	18.912129846019	17.925089	8.25208900758491	11.356018	TMCC3
Tmco1	24.2974	20.1163	36.2174	34.397	19.7687	18.6124	TMCO1
Tmco2	0	0	0	0	0	0	TMCO2
Tmco3	14.8888	21.4439	29.5263	28.6469	14.7929	22.1566	TMCO3
Tmco4	1.279266	1.756837	4.53492	3.86081	1.807343	2.465553	TMCO4
Tmco5	0.0954909	0	0	0	0	0	TMCO5A
Tmco6	18.2574	20.6086	14.9747	14.7863	23.0492	27.9489	TMCO6
Tmed1	37.65536	32.71718	36.007618	34.29714	29.245144	21.65265	TMED1
Tmed3	80.5857	79.4477	93.2549	92.1074	61.6424	56.269	TMED3
Tmed4	117.545	127.219	150.454	144.73	91.5985	101.083	TMED4
Tmed5	46.45675	40.23565	56.19542	58.52946	36.38376	41.70142	TMED5
Tmed6	0.279702	0	0	1.66735	0.122804	0	TMED6
Tmed7	71.4155	77.1606	102.43	105.283	58.0452	71.451	TMED7
Tmed8	1.87543	2.51039	3.09732	2.86583	1.374	1.85591	TMED8
Tmed9	145.826	201.177	207.657	208.722	157.198	185.176	TMED9
Tmeff1	9.07088	13.4741	15.89397	14.12138	10.71473	14.66837	TMEFF1
Tmeff2	0.595952	0.761836	7.12269	8.59684	1.55798	1.22603	TMEFF2
Tmem100	0	0	0	0	0	0	TMEM100
Tmem101	27.9771	32.408	24.2064	20.8584	19.8979	22.7051	TMEM101
Tmem102	1.73534	1.98202	8.39819	9.2847	2.85213	3.58504	TMEM102
Tmem104	3.00388	5.47173	10.2796	10.1228	3.16264	5.24743	TMEM104
Tmem106a	4.18467	5.98242	5.275414	5.07735	6.44695	8.97838	TMEM106A
Tmem106b	22.1624	23.012	80.5992	79.5926	19.0503	25.8305	TMEM106B
Tmem106c	35.19696	45.48733	56.14528	62.44946	41.07468	48.87492	TMEM106C
Tmem107	23.09399	25.24985	29.00707	25.414	32.91075	33.75342	TMEM107
Tmem108	0	0	0	0	0.04749244	0	TMEM108
Tmem109	38.0186	49.82852	57.38138	55.520342	57.045227	72.20237	TMEM109
Tmem11	59.64759	63.89957	72.09898	79.18051	69.54595	70.32976	TMEM11
Tmem110	7.77534	9.81388	7.01796	7.9291	7.17656	8.76995	TMEM110-MUSTN1
Tmem115	18.9572	27.5751	41.427	43.2238	19.7969	24.7048	TMEM115
Tmem116	0.412795	0.528879	0.557503	0.128166	1.547863	3.160101	TMEM116
