Type	Subtype	Species	Study Title	PI	ImmPort Study ID	PubMed	Experiment ID	Cohort	BioSample.ID	Repository Accession	Biosample Name	Biosample Description	Strain	Evading_growth_suppressors	Evading_immune_destruction	Genome_instability	Replicative_immortality	Reprogramming_energy_metabolism	Resisting_cell_death	Sustained_angiogenesis	Sustaining_proliferative_signaling	Tissue_invasion_and_metastasis	Tumor_promoting_inflammation
Brain	HSPC-like-4 of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162497	GSM2060415	Cell96-A12 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	767	589	482	606	747	702	717	706	772	827
Lung	Lymph Node metastasis	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KPT-Met2Lymph Node	SRR3924317	GSM2236364	CC0133LN	barcoded cells from Lymph Node metastasis	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	714	655	788	419	671	604	905	692	652	680
Lung	Pleural metastasis	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KPT-Pleural-met	SRR3924318	GSM2236365	CC0133PL	barcoded cells from Pleural metastasis	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	701	654	790	426	687	576	892	684	635	686
Lung	Non-metastatic primary tumor,TnonMet/Lung	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KPT-TnonMet	SRR3924319	GSM2236366	CC0299T5	barcoded cells from Non-metastatic primary tumor,TnonMet/Lung	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	665	420	606	374	624	549	872	628	645	644
Lung	Metastatic primary tumor,TMet/Lung	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KPT-Tmet	SRR3924320	GSM2236367	CC0299T1	barcoded cells from Metastatic primary tumor,TMet/Lung	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	633	385	618	379	648	538	856	617	633	641
Lung	Lymph Node metastasis	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KPT-Met2Lymph Node	SRR3924321	GSM2236368	CC0299LN	barcoded cells from Lymph Node metastasis	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	723	668	804	444	695	619	899	715	664	682
Lung	Pleural metastasis	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KPT-Pleural-met	SRR3924322	GSM2236369	CC0299PL	barcoded cells from Pleural metastasis	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	704	671	773	422	703	583	886	696	650	679
Lung	Distant metastasis,Soft Tissue/Back	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KPT-Met2distant	SRR3924323	GSM2236370	CC0299ST	barcoded cells from Distant metastasis,Soft Tissue/Back	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	714	678	775	413	703	623	886	699	670	694
Lung	Non-metastatic primary tumor,TnonMet/Lung	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KPT-TnonMet	SRR3924324	GSM2236371	CC0302T4	barcoded cells from Non-metastatic primary tumor,TnonMet/Lung	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	660	380	615	347	608	566	885	620	640	647
Lung	Metastatic primary tumor,TMet/Lung	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KPT-Tmet	SRR3924325	GSM2236372	CC0302T2	barcoded cells from Metastatic primary tumor,TMet/Lung	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	658	399	652	359	657	570	872	629	644	656
Lung	Distant metastasis,Liver	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KPT-Met2distant	SRR3924326	GSM2236373	CC0302LIVER	barcoded cells from Distant metastasis,Liver	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	729	669	772	408	691	598	928	700	671	688
Lung	Non-metastatic primary tumor,TnonMet/Lung	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KPT-TnonMet	SRR3924327	GSM2236374	CC0349T5	barcoded cells from Non-metastatic primary tumor,TnonMet/Lung	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	665	374	603	343	610	560	874	627	637	650
Lung	Metastatic primary tumor,TMet/Lung	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KPT-Tmet	SRR3924328	GSM2236375	CC0349T4	barcoded cells from Metastatic primary tumor,TMet/Lung	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	648	415	613	363	598	567	861	613	627	639
Lung	Lymph Node metastasis	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KPT-Met2Lymph Node	SRR3924329	GSM2236376	CC0349LN	barcoded cells from Lymph Node metastasis	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	682	548	691	412	672	613	913	666	631	670
Lung	Pleural metastasis	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KPT-Pleural-met	SRR3924330	GSM2236377	CC0349PL	barcoded cells from Pleural metastasis	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	673	549	684	407	667	604	890	652	623	671
Lung	Metastatic primary tumor,TMet/Lung	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KPT-Tmet	SRR3924331	GSM2236378	CC0355T4	barcoded cells from Metastatic primary tumor,TMet/Lung	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	689	596	746	430	664	609	893	679	663	667
Lung	Lymph Node metastasis	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KPT-Met2Lymph Node	SRR3924332	GSM2236379	CC0355LN	barcoded cells from Lymph Node metastasis	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	699	564	734	425	669	612	906	682	669	664
Lung	Pleural Cavity Disseminating tumor cells	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KPT-DTC	SRR3924333	GSM2236380	CC0355DTC	barcoded cells from Pleural Cavity Disseminating tumor cells	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	713	592	734	433	698	640	939	717	684	677
Lung	Non-metastatic primary tumor,TnonMet/Lung	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KPT-TnonMet	SRR3924334	GSM2236381	CC0374T5	barcoded cells from Non-metastatic primary tumor,TnonMet/Lung	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	651	445	623	389	649	573	873	624	641	656
Lung	Metastatic primary tumor,TMet/Lung	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KPT-Tmet	SRR3924335	GSM2236382	CC0374T7	barcoded cells from Metastatic primary tumor,TMet/Lung	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	684	494	639	391	635	587	891	633	643	656
Lung	Lymph Node metastasis	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KPT-Met2Lymph Node	SRR3924336	GSM2236383	CC0374LN	barcoded cells from Lymph Node metastasis	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	702	679	753	397	675	608	913	691	672	688
Lung	Pleural Cavity Disseminating tumor cells	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KPT-DTC	SRR3924337	GSM2236384	CC0374DTC	barcoded cells from Pleural Cavity Disseminating tumor cells	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	731	700	754	411	689	653	966	733	717	699
Lung	Non-metastatic primary tumor,TnonMet/Lung	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KPT-TnonMet	SRR3924338	GSM2236385	CC0543T6	barcoded cells from Non-metastatic primary tumor,TnonMet/Lung	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	675	433	661	361	635	577	883	635	627	661
Lung	Metastatic primary tumor,TMet/Lung	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KPT-Tmet	SRR3924339	GSM2236386	CC0543T4	barcoded cells from Metastatic primary tumor,TMet/Lung	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	667	449	695	384	660	576	877	639	633	658
Lung	Distant metastasis,Liver	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KPT-Met2distant	SRR3924340	GSM2236387	CC0543LIVER	barcoded cells from Distant metastasis,Liver	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	712	660	844	431	686	571	899	684	626	691
Lung	Distant metastasis,Soft Tissue/peritoneum	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KPT-Met2distant	SRR3924341	GSM2236388	CC0543ST	barcoded cells from Distant metastasis,Soft Tissue/peritoneum	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	704	651	836	426	684	554	897	671	629	687
Lung	Non-metastatic primary tumor,TnonMet/Lung	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KPT-TnonMet	SRR3924342	GSM2236389	CC0545T5	barcoded cells from Non-metastatic primary tumor,TnonMet/Lung	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	643	422	654	363	678	572	900	633	648	653
Lung	Metastatic primary tumor,TMet/Lung	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KPT-Tmet	SRR3924343	GSM2236390	CC0545T4	barcoded cells from Metastatic primary tumor,TMet/Lung	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	654	404	687	368	655	569	877	633	637	660
Lung	Lymph Node metastasis	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KPT-Met2Lymph Node	SRR3924344	GSM2236391	CC0545LN	barcoded cells from Lymph Node metastasis	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	708	639	776	393	698	609	915	693	649	701
Lung	Pleural metastasis	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KPT-Pleural-met	SRR3924345	GSM2236392	CC0545PL	barcoded cells from Pleural metastasis	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	701	652	783	401	705	612	911	685	648	684
Lung	Distant metastasis,Soft Tissue/Chin	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KPT-Met2distant	SRR3924346	GSM2236393	CC0545ST	barcoded cells from Distant metastasis,Soft Tissue/Chin	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	720	647	772	384	690	619	921	696	635	693
Lung	Non-metastatic primary tumor,TnonMet/Lung	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KPT-TnonMet	SRR3924347	GSM2236394	CC0560T6	barcoded cells from Non-metastatic primary tumor,TnonMet/Lung	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	647	374	621	354	633	573	850	610	625	627
Lung	Distant metastasis,Soft Tissue/peritoneum	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KPT-Met2distant	SRR3924348	GSM2236395	CC0560ST	barcoded cells from Distant metastasis,Soft Tissue/peritoneum	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	724	653	789	428	681	564	932	701	662	701
Lung	Non-metastatic primary tumor,TnonMet/Lung	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KPT-TnonMet	SRR3924349	GSM2236396	CC0772T6	barcoded cells from Non-metastatic primary tumor,TnonMet/Lung	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	632	367	647	358	620	565	834	601	618	629
Lung	Lymph Node metastasis	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KPT-Met2Lymph Node	SRR3924350	GSM2236397	CC0772LN	barcoded cells from Lymph Node metastasis	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	713	655	833	454	677	581	899	663	627	692
Lung	Pleural Cavity Disseminating tumor cells	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KPT-DTC	SRR3924351	GSM2236398	CC0772DTC	barcoded cells from Pleural Cavity Disseminating tumor cells	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	708	660	835	441	674	573	914	675	634	678
Lung	Distant metastasis,Liver	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KPT-Met2distant	SRR3924352	GSM2236399	CC0772LIVER	barcoded cells from Distant metastasis,Liver	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	710	667	833	444	680	588	898	675	637	703
Lung	Non-metastatic primary tumor,TnonMet/Lung	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KPT-TnonMet	SRR3924353	GSM2236400	CC0802T8	barcoded cells from Non-metastatic primary tumor,TnonMet/Lung	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	649	424	610	383	687	560	867	636	634	662
Lung	Metastatic primary tumor,TMet/Lung	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KPT-Tmet	SRR3924354	GSM2236401	CC0802T1	barcoded cells from Metastatic primary tumor,TMet/Lung	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	657	486	688	404	664	568	874	632	646	661
Lung	Lymph Node metastasis	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KPT-Met2Lymph Node	SRR3924355	GSM2236402	CC0802LN1	barcoded cells from Lymph Node metastasis	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	700	642	797	442	678	551	907	671	636	652
Lung	Distant metastasis,Soft Tissue/Back	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KPT-Met2distant	SRR3924356	GSM2236403	CC0802ST1	barcoded cells from Distant metastasis,Soft Tissue/Back	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	704	638	795	451	690	618	909	690	665	686
Lung	Distant metastasis,Soft Tissue/Near Spine	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KPT-Met2distant	SRR3924357	GSM2236404	CC0802ST2	barcoded cells from Distant metastasis,Soft Tissue/Near Spine	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	705	648	772	446	680	518	910	671	621	687
Lung	Non-metastatic primary tumor	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KPT-TnonMet	SRR3924358	GSM2236405	CC1032T4	barcoded cells from Non-metastatic primary tumor	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	668	392	630	341	651	559	884	631	645	651
Lung	Metastatic primary tumor	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KPT-Tmet	SRR3924359	GSM2236406	CC1032T1	barcoded cells from Metastatic primary tumor	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	677	510	723	379	687	571	879	645	642	665
Lung	Lymph Node metastasis	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KPT-Met2Lymph Node	SRR3924360	GSM2236407	CC1032LN	barcoded cells from Lymph Node metastasis	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	695	596	757	382	670	541	885	666	643	670
Lung	Distant metastasis,Soft Tissue/Bladder	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KPT-Met2distant	SRR3924361	GSM2236408	CC1032ST1	barcoded cells from Distant metastasis,Soft Tissue/Bladder	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	666	592	734	366	688	489	860	635	628	657
Lung	Distant metastasis,Soft Tissue/Back	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KPT-Met2distant	SRR3924362	GSM2236409	CC1032ST2	barcoded cells from Distant metastasis,Soft Tissue/Back	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	700	558	712	355	673	501	884	649	633	670
Lung	p53 deficient hyperplasia	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KPT-Early	SRR3924363	GSM2236410	CC1324KPT-E	barcoded cells from p53 deficient hyperplasia	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	629	427	642	393	655	531	829	604	609	621
Lung	p53 deficient hyperplasia	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KPT-Early	SRR3924364	GSM2236411	CC1331KPT-E	barcoded cells from p53 deficient hyperplasia	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	639	412	620	363	666	570	879	619	643	650
Lung	p53 deficient hyperplasia	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KPT-Early	SRR3924365	GSM2236412	CC1334KPT-E	barcoded cells from p53 deficient hyperplasia	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	651	421	602	374	684	568	880	630	658	664
Lung	Hyperplasia	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KT- Hyperplasia	SRR3924366	GSM2236413	DC0179KT	barcoded cells from Hyperplasia	 KT mice: Kras LSL-G12D/+ ;Rosa26 LSL-Tomato	630	382	591	341	674	553	868	621	628	655
Lung	Hyperplasia	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KT- Hyperplasia	SRR3924367	GSM2236414	DC0182KT	barcoded cells from Hyperplasia	 KT mice: Kras LSL-G12D/+ ;Rosa26 LSL-Tomato	646	404	624	375	677	557	872	625	642	652
Lung	Hyperplasia	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KT- Hyperplasia	SRR3924368	GSM2236415	DC0185KT	barcoded cells from Hyperplasia	 KT mice: Kras LSL-G12D/+ ;Rosa26 LSL-Tomato	618	369	612	345	655	520	831	601	613	621
Lung	Normal lung	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KPT-Normal lung	SRR3924369	GSM2236416	normallung1	barcoded cells from Normal lung	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	493	519	636	343	659	352	609	457	416	336
Lung	Normal lung	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84447	KPT-Normal lung	SRR3924370	GSM2236417	normallung2	barcoded cells from Normal lung	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	474	514	602	299	658	356	605	460	431	330
Lung 	mus pleural fluid dissem. tumor cell line	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84448	KPT-DTC_shControl	SRR3924371	GSM2236418	889PF shGFP rep1	889PF shControl1 from mouse pleural fluid disseminating tumour cell-derived cell line	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	769	682	817	435	709	601	979	710	666	681
Lung 	mus pleural fluid dissem. tumor cell line	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84448	KPT-DTC_shControl	SRR3924372	GSM2236419	889PF shGFP rep2	889PF shControl2 from mouse pleural fluid disseminating tumour cell-derived cell line	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	736	661	805	404	704	575	962	682	657	678
Lung 	mus pleural fluid dissem. tumor cell line	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84448	KPT-DTC_shCd109	SRR3924373	GSM2236420	889PF shCd109 #1 rep1	889PF shCd109 knockdown #1 rep1 from mouse pleural fluid disseminating tumour cell-derived cell line	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	758	681	820	434	700	597	976	704	649	666
Lung 	mus pleural fluid dissem. tumor cell line	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84448	KPT-DTC_shCd109	SRR3924374	GSM2236421	889PF shCd109 #1 rep2	889PF shCd109 knockdown #1 rep2 from mouse pleural fluid disseminating tumour cell-derived cell line	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	755	671	817	421	698	574	965	689	650	675
Lung 	mus pleural fluid dissem. tumor cell line	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84448	KPT-DTC_shCd109	SRR3924375	GSM2236422	889PF shCd109 #2 rep1	889PF shCd109 knockdown #2 rep1 from mouse pleural fluid disseminating tumour cell-derived cell line	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	744	681	826	434	710	562	968	702	645	655
Lung 	mus pleural fluid dissem. tumor cell line	Mus musculus	Molecular definition of a metastatic lung cancer state reveals a targetable CD109-Janus kinase-Stat axis	Monte Winslow	SDY1079	28191885	GSE84448	KPT-DTC_shCd109	SRR3924376	GSM2236423	889PF shCd109 #2 rep2	889PF shCd109 knockdown #2 rep2 from mouse pleural fluid disseminating tumour cell-derived cell line	 KPT mice: Kras LSL-G12D/+ ;Trp53 flox/flox ;Rosa26 LSL-Tomato 	751	687	818	415	703	574	976	710	664	665
