Mus_GeneID	Mus_Gene	Homo_GeneID	Homo_Gene
215194	Kri1	65095	KRI1
319583	Lig4	3981	LIG4
258772	Olfr821	254783	OR6C74
12628	Cfh	3075	CFH
330050	Fam185a	222234	FAM185A
13639	Efna4	1945	EFNA4
225115	Svil	6840	SVIL
66988	Lap3	51056	LAP3
66164	Nip7	51388	NIP7
237253	Lrp11	84918	LRP11
382522	Hist3h2bb-ps	128312	HIST3H2BB
66787	Gskip	51527	GSKIP
24087	Tll2	7093	TLL2
14615	Gjc1	10052	GJC1
11931	Atp1b1	481	ATP1B1
103534	Mgat4b	11282	MGAT4B
18627	Per2	8864	PER2
242521	Klhl9	55958	KLHL9
19299	Abcd3	5825	ABCD3
12334	Capn2	824	CAPN2
20980	Syt2	127833	SYT2
64340	Dhx38	9785	DHX38
75304	4930563E22Rik	388327	C17orf100
270049	Galntl6	442117	GALNTL6
100039139	Ccdc152	100129792	CCDC152
75524	Tex48	100505478	TEX48
12189	Brca1	672	BRCA1
100504112	Ccer2	643669	CCER2
381695	N4bp2l2	10443	N4BP2L2
210162	Zkscan2	342357	ZKSCAN2
20181	Rxra	6256	RXRA
93679	Trim8	81603	TRIM8
16520	Kcnj4	3761	KCNJ4
384198	Fam47e	100129583	FAM47E
14467	Nipsnap2	2631	NIPSNAP2
620393	Alkal1	389658	ALKAL1
66715	Henmt1	113802	HENMT1
12497	Entpd6	955	ENTPD6
22401	Zmat3	64393	ZMAT3
23885	Gmcl1	64395	GMCL1
66343	Tmem177	80775	TMEM177
14282	Fosb	2354	FOSB
75178	Meiob	254528	MEIOB
241263	Gpr158	57512	GPR158
18810	Plec	5339	PLEC
93709	Pcdhga1	56114	PCDHGA1
12069	Bex2	55859	BEX1
74204	Xpo6	23214	XPO6
381379	Med19	219541	MED19
629499	Mroh8	140699	MROH8
18242	Oat	4942	OAT
22192	Ube2m	9040	UBE2M
107227	Macrod1	28992	MACROD1
224703	March2	51257	MARCH2
67120	Ttc14	151613	TTC14
77462	Tmem116	89894	TMEM116
70310	Plscr3	57048	PLSCR3
16180	Il1rap	3556	IL1RAP
50701	Elane	1991	ELANE
68616	Gdpd3	79153	GDPD3
105278	Cdk20	23552	CDK20
331524	Xkrx	402415	XKRX
18542	Pcolce	5118	PCOLCE
26961	Rpl8	6132	RPL8
231070	Insig1	3638	INSIG1
65962	Slc9a3r2	9351	SLC9A3R2
67282	Washc3	51019	WASHC3
171486	Cd99l2	83692	CD99L2
17960	Nat1	10	NAT2
66368	Rtca	8634	RTCA
67443	Map1lc3b	81631	MAP1LC3B
68922	Dnaic1	27019	DNAI1
672511	Rnf213	57674	RNF213
66214	Rgcc	28984	RGCC
72074	Anks4b	257629	ANKS4B
666060	Frmpd1	22844	FRMPD1
110033	Kif22	3835	KIF22
107951	Cdk9	1025	CDK9
629147	Ctxn3	613212	CTXN3
12814	Col11a1	1301	COL11A1
140917	Dclre1b	64858	DCLRE1B
71861	Zswim2	151112	ZSWIM2
68463	Mrpl14	64928	MRPL14
213391	Rassf4	83937	RASSF4
50755	Fbh1	84893	FBH1
11957	Atp5j	522	ATP5PF
229725	Clcc1	23155	CLCC1
497106	Rnase12	493901	RNASE12
70681	Abraxas1	84142	ABRAXAS1
258025	Olfr1211	81309	OR4C15
23954	Nek3	4752	NEK3
209512	Taar2	9287	TAAR2
19724	Rfx1	5989	RFX1
13345	Twist2	117581	TWIST2
19653	Rbm4	5936	RBM4
72515	Wdr43	23160	WDR43
76306	Slc18b1	116843	SLC18B1
16504	Kcnc3	3748	KCNC3
52857	Gramd1a	57655	GRAMD1A
65257	Asb3	51130	ASB3
65257	Asb3	100302652	GPR75-ASB3
21886	Tle2	7089	TLE2
259041	Olfr1414	150681	OR6B3
67983	Pdzd9	255762	PDZD9
73287	Cabcoco1	219621	CABCOCO1
12788	Cnga1	1259	CNGA1
69847	Wnk4	65266	WNK4
140498	Rxfp2	122042	RXFP2
66514	Asrgl1	80150	ASRGL1
71721	Fam13c	220965	FAM13C
107146	Glyat	10249	GLYAT
210711	Mcmbp	79892	MCMBP
20132	Rrh	10692	RRH
71971	Zswim1	90204	ZSWIM1
66948	Acad8	27034	ACAD8
100043507	Gng5-ps	2787	GNG5
14707	Gng5	2787	GNG5
19357	Rad21	5885	RAD21
67955	Sugt1	10910	SUGT1
70717	Medag	84935	MEDAG
67533	Ppfibp1	8496	PPFIBP1
20115	Rps7	6201	RPS7
56277	Tmem45a	55076	TMEM45A
100322896	Dthd1	401124	DTHD1
258178	Olfr180	403278	OR5K4
78076	Lcn8	138307	LCN8
13557	E2f3	1871	E2F3
12020	Nkx3-2	579	NKX3-2
72323	Asb6	140459	ASB6
69156	Comtd1	118881	COMTD1
72560	Naalad2	10003	NAALAD2
98267	Stk17b	9262	STK17B
11537	Cfd	1675	CFD
211922	Dennd6a	201627	DENND6A
279766	Rhbdd3	25807	RHBDD3
67929	Ccdc70	83446	CCDC70
66889	Rnf128	79589	RNF128
211936	Ccdc73	493860	CCDC73
26363	Btd	686	BTD
22352	Vim	7431	VIM
403395	Clec3a	10143	CLEC3A
16192	Il5ra	3568	IL5RA
17718	mt-Nd3	4537	ND3
56773	Chst5	4166	CHST6
14814	Grin2d	2906	GRIN2D
16644	Kng1	3827	KNG1
385643	Kng2	3827	KNG1
71836	Shcbp1l	81626	SHCBP1L
19051	Ppp1r17	10842	PPP1R17
380753	Atxn7l1	222255	ATXN7L1
14676	Gna15	2769	GNA15
12166	Bmpr1a	657	BMPR1A
214058	Megf11	84465	MEGF11
67988	Tmx3	54495	TMX3
66603	Gemin2	8487	GEMIN2
235386	Hykk	123688	HYKK
240215	Slc4a9	83697	SLC4A9
225030	Kcng3	170850	KCNG3
78781	Zc3hav1	56829	ZC3HAV1
12660	Chka	1119	CHKA
269400	Rtel1	51750	RTEL1
18693	Pick1	9463	PICK1
19197	Pspn	5623	PSPN
74737	Pcf11	51585	PCF11
15492	Hsd3b1	3284	HSD3B2
241303	Fam78a	286336	FAM78A
21345	Tagln	6876	TAGLN
18186	Nrp1	8829	NRP1
70354	Secisbp2l	9728	SECISBP2L
53602	Hpcal1	3241	HPCAL1
56325	Abcb9	23457	ABCB9
269209	Stk36	27148	STK36
19293	Pvalb	5816	PVALB
14651	Hagh	3029	HAGH
380698	Obscn	84033	OBSCN
13199	Ddn	23109	DDN
74499	Sost	50964	SOST
244867	Arhgap20	57569	ARHGAP20
18096	Nkx6-1	4825	NKX6-1
14938	Gzma	3001	GZMA
14237	Foxd4	2298	FOXD4
67911	Zfp169	169841	ZNF169
327956	Vmo1	284013	VMO1
50933	Uchl3	7347	UCHL3
241688	Dzank1	55184	DZANK1
27078	B9d1	27077	B9D1
27421	Abcc6	368	ABCC6
22275	Urod	7389	UROD
619441	Tnfsfm13	407977	TNFSF12-TNFSF13
259300	Ehd2	30846	EHD2
20278	Scnn1g	6340	SCNN1G
20254	Scg2	7857	SCG2
235493	Fam214a	56204	FAM214A
56811	Dkk2	27123	DKK2
320997	Cyp4f39	126410	CYP4F22
12841	Col9a3	1299	COL9A3
239447	Colec10	10584	COLEC10
241070	Gpr1	2825	GPR1
67015	Ccdc91	55297	CCDC91
216725	Adamts2	9509	ADAMTS2
14623	Gjb6	10804	GJB6
26878	B3galt2	8707	B3GALT2
381201	Ap5b1	91056	AP5B1
99663	Clca4a	22802	CLCA4
99709	Clca4b	22802	CLCA4
64707	Suv39h2	79723	SUV39H2
209743	Minar1	23251	MINAR1
74978	Lrriq1	84125	LRRIQ1
12346	Car1	759	CA1
216873	Spag7	9552	SPAG7
75572	Acyp2	98	ACYP2
110078	Pygb	5834	PYGB
106759	Ticam1	148022	TICAM1
69259	Kctd5	54442	KCTD5
56874	Rnf32	140545	RNF32
100043718	Rpl36-ps12	25873	RPL36
30052	Pcsk1n	27344	PCSK1N
66258	Mrps17	51373	MRPS17
27966	Rrp9	9136	RRP9
71779	March8	220972	MARCH8
63856	Taf8	129685	TAF8
17846	Commd1	150684	COMMD1
15270	H2afx	3014	H2AFX
15478	Hs3st3a1	9955	HS3ST3A1
71279	Slc29a3	55315	SLC29A3
330790	Hapln4	404037	HAPLN4
66915	Cops9	150678	COPS9
100041261	Gm3238	386675	KRTAP10-7
634504	Gm7137	386675	KRTAP10-7
670880	Gm9507	386675	KRTAP10-7
100191037	Krtap10-4	386675	KRTAP10-7
544710	Krtap10-10	386675	KRTAP10-7
100040299	Gm2696	386675	KRTAP10-7
100502831	Gm19402	386675	KRTAP10-7
102640500	Gm7138	386675	KRTAP10-7
100041281	Gm3250	386675	KRTAP10-7
100041250	Gm3233	386675	KRTAP10-7
622629	Gm10318	386675	KRTAP10-7
675294	Gm9639	386675	KRTAP10-7
100041351	Gm3285	386675	KRTAP10-7
670895	Gm9508	386675	KRTAP10-7
100503388	Gm19668	386675	KRTAP10-7
100732	Mapre3	22924	MAPRE3
76522	Lsm8	51691	LSM8
108116	Slco3a1	28232	SLCO3A1
216848	Chd3	1107	CHD3
54215	Cd160	11126	CD160
67488	Calcoco1	57658	CALCOCO1
110006	Gusb	2990	GUSB
77286	Nkrf	55922	NKRF
14262	Fmo3	2328	FMO3
67426	Coq8a	56997	COQ8A
72170	Chchd4	131474	CHCHD4
52120	Hgsnat	138050	HGSNAT
77827	Krba1	84626	KRBA1
245867	Pcmtd2	55251	PCMTD2
50883	Chek2	11200	CHEK2
238725	Gpr150	285601	GPR150
259035	Olfr714	341276	OR10A2
67949	Nifk	84365	NIFK
228410	Cstf3	1479	CSTF3
217827	Nrde2	55051	NRDE2
74126	Syvn1	84447	SYVN1
320299	Iqcb1	9657	IQCB1
68126	Fahd2a	151313	FAHD2B
223780	Adm2	79924	ADM2
20382	Srsf2	6427	SRSF2
14723	Gp1ba	2811	GP1BA
12522	Cd83	9308	CD83
66926	Trmt6	51605	TRMT6
21745	Tep1	7011	TEP1
52815	Ldhd	197257	LDHD
235469	Zfp280d	54816	ZNF280D
258478	Olfr183	403274	OR5H15
100502940	Colca2	120376	COLCA2
69066	1810010H24Rik	284018	C17orf58
268656	Sptlc1	10558	SPTLC1
54219	Cd320	51293	CD320
20389	Sftpc	6440	SFTPC
269132	Colgalt2	23127	COLGALT2
23917	Impdh1	3614	IMPDH1
22142	Tuba1a	7846	TUBA1A
103080	Sept10	151011	SEPT10
98053	Gtf2f1	2962	GTF2F1
106064	AW549877	285636	C5orf51
103266	Tmem263	90488	TMEM263
12023	Barx2	8538	BARX2
58246	Slc35b4	84912	SLC35B4
75560	Ep400	57634	EP400
67292	Pigc	5279	PIGC
60531	Npvf	64111	NPVF
68724	Arl8a	127829	ARL8A
18291	Nobox	135935	NOBOX
170835	Inpp5j	27124	INPP5J
74665	Drc3	83450	DRC3
214424	Parp16	54956	PARP16
231642	Alkbh2	121642	ALKBH2
12945	Dmbt1	1755	DMBT1
72057	Phf10	55274	PHF10
16172	Il17ra	23765	IL17RA
58243	Nap1l5	266812	NAP1L5
58185	Rsad2	91543	RSAD2
67797	Snrnp48	154007	SNRNP48
269784	Cntn4	152330	CNTN4
237979	Sdk2	54549	SDK2
224109	Nrros	375387	NRROS
56427	Tubd1	51174	TUBD1
17158	Man2a1	4124	MAN2A1
15257	Hipk1	204851	HIPK1
110109	Nop2	4839	NOP2
16351	Ipp	3652	IPP
22654	Zfp13	7755	ZNF205
212632	Iffo2	126917	IFFO2
12332	Capg	822	CAPG
56072	Lgals12	85329	LGALS12
11451	Acrv1	56	ACRV1
14602	Ghrhr	2692	GHRHR
21912	Tspan7	7102	TSPAN7
227695	Spout1	51490	SPOUT1
140500	Acap3	116983	ACAP3
57916	Tnfrsf13b	23495	TNFRSF13B
242570	Raver2	55225	RAVER2
68603	Pmvk	10654	PMVK
20459	Ptk6	5753	PTK6
73102	Slc22a23	63027	SLC22A23
15507	Hspb1	3315	HSPB1
72195	Supt7l	9913	SUPT7L
19201	Pstpip2	9050	PSTPIP2
56312	Nupr1	26471	NUPR1
56191	Tro	7216	TRO
66437	Fis1	51024	FIS1
331532	Tceal5	340543	TCEAL5
269181	Mgat4a	11320	MGAT4A
69876	Thap3	90326	THAP3
606496	Gsk3a	2931	GSK3A
211147	March11	441061	MARCH11
26410	Map3k8	1326	MAP3K8
18113	Nnmt	4837	NNMT
66594	Uqcr11	10975	UQCR11
228608	Smox	54498	SMOX
73360	Actrt1	139741	ACTRT1
18802	Plcd4	84812	PLCD4
76763	Mospd2	158747	MOSPD2
11837	Rplp0	6175	RPLP0
223513	Abra	137735	ABRA
20392	Sgce	8910	SGCE
380712	Tlcd2	727910	TLCD2
71710	Lrrcc1	85444	LRRCC1
71726	Smug1	23583	SMUG1
22032	Traf4	9618	TRAF4
22217	Usp12	219333	USP12
12836	Col7a1	1294	COL7A1
17918	Myo5a	4644	MYO5A
66733	Kcng4	93107	KCNG4
381404	Pabpc1l	80336	PABPC1L
30937	Lmcd1	29995	LMCD1
11784	Apba2	321	APBA2
73094	Sgip1	84251	SGIP1
67226	Tmem19	55266	TMEM19
78903	Wrnip1	56897	WRNIP1
103468	Nup107	57122	NUP107
18458	Pabpc1	26986	PABPC1
66875	Swt1	54823	SWT1
101023	Zfp513	130557	ZNF513
21341	Taf1c	9013	TAF1C
14345	Fut4	2526	FUT4
224022	Slc7a4	6545	SLC7A4
11364	Acadm	34	ACADM
53357	Pla2g6	8398	PLA2G6
54153	Rasa4	10156	RASA4
16664	Krt14	3861	KRT14
12616	Cenpb	1059	CENPB
74522	Morc2a	22880	MORC2
20393	Sgk1	6446	SGK1
53608	Map3k6	9064	MAP3K6
67615	Ube2r2	54926	UBE2R2
72999	Insig2	51141	INSIG2
73750	Whrn	25861	WHRN
14751	Gpi1	2821	GPI
353235	Pcdha8	9752	PCDHA9
70976	Ccdc105	126402	CCDC105
66801	Prkrip1	79706	PRKRIP1
227631	Sohlh1	402381	SOHLH1
72693	Zcchc12	170261	ZCCHC12
67210	Gatad1	57798	GATAD1
319161	Hist1h4n	8368	HIST1H4L
67914	Coq9	57017	COQ9
232969	Zfp428	126299	ZNF428
20218	Khdrbs1	10657	KHDRBS1
66292	Mrps21	54460	MRPS21
224619	Traf7	84231	TRAF7
11551	Adra2a	150	ADRA2A
19737	Rgs5	8490	RGS5
244091	Fsd2	123722	FSD2
74335	Xrcc3	7517	XRCC3
208171	Tmprss7	344805	TMPRSS7
244059	Chd2	1106	CHD2
12295	Cacnb1	782	CACNB1
18431	Oca2	4948	OCA2
64602	Ireb2	3658	IREB2
57264	Retn	56729	RETN
231646	Myo1h	283446	MYO1H
19248	Ptpn12	5782	PTPN12
272551	Gins2	51659	GINS2
68107	Cntd1	124817	CNTD1
246190	Otoa	146183	OTOA
208440	Dip2c	22982	DIP2C
66427	Cyb5b	80777	CYB5B
69072	Ebna1bp2	10969	EBNA1BP2
223726	Mpped1	758	MPPED1
67974	Ccny	219771	CCNY
17850	Mut	4594	MUT
14396	Gabra3	2556	GABRA3
217344	Rhbdf2	79651	RHBDF2
70579	Zc3h11a	9877	ZC3H11A
19878	Rock2	9475	ROCK2
59005	Trappc2l	51693	TRAPPC2L
320267	Fubp3	8939	FUBP3
233871	Atxn2l	11273	ATXN2L
319197	Gpr4	2828	GPR4
17720	mt-Nd4l	4539	ND4L
320782	Tmem154	201799	TMEM154
18791	Plat	5327	PLAT
216799	Nlrp3	114548	NLRP3
380684	Nefh	4744	NEFH
15112	Hao1	54363	HAO1
19045	Ppp1ca	5499	PPP1CA
56715	Rabgef1	27342	RABGEF1
104001	Rtn1	6252	RTN1
77877	6030458C11Rik	55322	C5orf22
54563	Nup210	23225	NUP210
18023	Nfe2l1	4779	NFE2L1
494448	Cbx6	23466	CBX6
76467	Msrb2	22921	MSRB2
20973	Syngr2	9144	SYNGR2
171530	Ucn2	90226	UCN2
69131	Cdk12	51755	CDK12
228602	4930402H24Rik	25943	C20orf194
231842	Amz1	155185	AMZ1
66772	Asb17	127247	ASB17
320560	Dennd5b	160518	DENND5B
110542	Amhr2	269	AMHR2
27399	Ip6k1	9807	IP6K1
432450	Nkain2	154215	NKAIN2
72392	Tmem175	84286	TMEM175
320878	Mical2	9645	MICAL2
257958	Olfr301	127066	OR14C36
67187	Zmynd19	116225	ZMYND19
387347	Tas2r118	50833	TAS2R16
69826	Ms4a10	341116	MS4A10
225659	Cep76	79959	CEP76
243816	Gp6	51206	GP6
19264	Ptprc	5788	PTPRC
11501	Adam8	101	ADAM8
236082	Dhrsx	207063	DHRSX
27221	Chaf1a	10036	CHAF1A
22113	Phlda2	7262	PHLDA2
56193	Plek	5341	PLEK
227736	Cfap157	286207	CFAP157
71176	Fbxo24	26261	FBXO24
16780	Lamb3	3914	LAMB3
98170	Tmem132a	54972	TMEM132A
71664	Mettl7b	196410	METTL7B
241633	Atp8b4	79895	ATP8B4
26910	Figla	344018	FIGLA
66549	Aggf1	55109	AGGF1
52705	Krr1	11103	KRR1
117590	Asb10	136371	ASB10
24105	Rbck1	10616	RBCK1
21813	Tgfbr2	7048	TGFBR2
237339	L3mbtl3	84456	L3MBTL3
224796	Clic5	53405	CLIC5
114644	Slc13a3	64849	SLC13A3
18710	Pik3r3	8503	PIK3R3
14536	Nr6a1	2649	NR6A1
72459	Htatsf1	27336	HTATSF1
258941	Olfr354	138882	OR1N2
227485	Cdh19	28513	CDH19
74195	Elp3	55140	ELP3
69083	Sult1c2	6819	SULT1C2
18285	Odf1	4956	ODF1
70428	Polr3b	55703	POLR3B
69232	Qrich1	54870	QRICH1
240263	Fem1c	56929	FEM1C
67089	Psmc6	5706	PSMC6
13614	Edn1	1906	EDN1
107817	Jmjd6	23210	JMJD6
22218	Sumo1	7341	SUMO1
244349	Kat6a	7994	KAT6A
72185	Dbndd1	79007	DBNDD1
353172	Gars	2617	GARS
17281	Fyco1	79443	FYCO1
210027	Slc35f3	148641	SLC35F3
22409	Wnt10a	80326	WNT10A
56364	Zmym3	9203	ZMYM3
70059	Degs2	123099	DEGS2
66489	Rpl35	11224	RPL35
67432	Hoga1	112817	HOGA1
68545	Ecscr	641700	ECSCR
54125	Polm	27434	POLM
66433	Chchd7	79145	CHCHD7
81702	Ankrd17	26057	ANKRD17
622554	Majin	283129	MAJIN
102639055	Gm35459	100996274	LOC100996274
12351	Car4	762	CA4
258196	Olfr309	441933	OR13G1
320696	Ccdc158	339965	CCDC158
77889	Lbh	81606	LBH
20587	Smarcb1	6598	SMARCB1
213402	Armc2	84071	ARMC2
14788	Gpr162	27239	GPR162
637515	Nlrp1b	22861	NLRP1
258292	Olfr446	346525	OR2A12
68876	Atp23	91419	ATP23
243538	Cfap100	348807	CFAP100
72667	Zfp444	55311	ZNF444
258680	Olfr1434	390195	OR5AN1
170833	Hook2	29911	HOOK2
230709	Zmpste24	10269	ZMPSTE24
114712	Ferd3l	222894	FERD3L
212448	9330159F19Rik	9729	KIAA0408
12231	Btn1a1	696	BTN1A1
225028	Map4k3	8491	MAP4K3
57370	B4galt3	8703	B4GALT3
320495	Ipcef1	26034	IPCEF1
11856	Arhgap6	395	ARHGAP6
12401	Serpina6	866	SERPINA6
52713	Ccdc59	29080	CCDC59
64704	Htra2	27429	HTRA2
214106	4933430I17Rik	257169	C9orf43
213119	Itga10	8515	ITGA10
75695	Rilpl1	353116	RILPL1
17175	Masp2	10747	MASP2
73598	1700001O22Rik	375759	C9orf50
70422	Ints2	57508	INTS2
72136	Chst14	113189	CHST14
215243	Traf3ip3	80342	TRAF3IP3
66146	Maco1	55219	MACO1
26383	Fto	79068	FTO
503610	Zdhhc18	84243	ZDHHC18
223915	Krt73	319101	KRT73
65086	Lpar3	23566	LPAR3
319554	Idi1	3422	IDI1
114663	Impa2	3613	IMPA2
100502887	Olfr331	127074	OR2T4
258261	Olfr325	127074	OR2T4
258198	Olfr224	127074	OR2T4
259148	Olfr329-ps	127074	OR2T4
258879	Olfr330	127074	OR2T4
258495	Olfr328	127074	OR2T4
383491	Prdm14	63978	PRDM14
68185	Coa4	51287	COA4
83396	Glis2	84662	GLIS2
57434	Xrcc2	7516	XRCC2
226178	Wbp1l	54838	WBP1L
384214	Ephx4	253152	EPHX4
84095	Pi4k2a	55361	PI4K2A
14068	F7	2155	F7
68695	Hddc3	374659	HDDC3
213765	Nutm1	256646	NUTM1
21789	Tfpi2	7980	TFPI2
67365	Pudp	8226	PUDP
258355	Olfr677	390081	OR52E4
83674	Cnnm1	26507	CNNM1
75462	1700001C19Rik	102723903	LOC102723903
70481	Pnma1	9240	PNMA1
16206	Lrig1	26018	LRIG1
57431	Dnajc4	3338	DNAJC4
73677	Psma8	143471	PSMA8
70620	Ube2v2	7336	UBE2V2
664883	Nova1	4857	NOVA1
72935	Ddx41	51428	DDX41
170752	Bco2	83875	BCO2
12293	Cacna2d1	781	CACNA2D1
110809	Srsf1	6426	SRSF1
66508	Lamtor1	55004	LAMTOR1
22666	Zbtb14	7541	ZBTB14
15216	Hfe	3077	HFE
69757	Leng1	79165	LENG1
60406	Sap30	8819	SAP30
78369	Icam4	3386	ICAM4
21374	Tbp	6908	TBP
66395	Ahnak	79026	AHNAK
226844	Flvcr1	28982	FLVCR1
74123	Foxp4	116113	FOXP4
50997	Mpp2	4355	MPP2
100494	Zfand2a	90637	ZFAND2A
22688	Zfp26	197320	ZNF778
15186	Hdc	3067	HDC
68255	Tmem86b	255043	TMEM86B
100041230	Hist1h4m	8360	HIST1H4D
13681	Eif4a1	1973	EIF4A1
60505	Il21	59067	IL21
97064	Wwtr1	25937	WWTR1
16592	Fabp5	2171	FABP5
74166	Tmem38a	79041	TMEM38A
20133	Rrm1	6240	RRM1
75689	Higd1b	51751	HIGD1B
110862	Kcnq3	3786	KCNQ3
16560	Kif1a	547	KIF1A
18393	Orc2	4999	ORC2
21928	Tnfaip2	7127	TNFAIP2
72007	Fndc3b	64778	FNDC3B
329502	Pla2g4e	123745	PLA2G4E
209200	Dtx3l	151636	DTX3L
13615	Edn2	1907	EDN2
70640	Dcp2	167227	DCP2
68192	Leprotl1	23484	LEPROTL1
76640	1700113H08Rik	374470	C12orf42
14688	Gnb1	2782	GNB1
18786	Plaa	9373	PLAA
53881	Slc5a3	6526	SLC5A3
17909	Myo10	4651	MYO10
21869	Nkx2-1	7080	NKX2-1
107723	Slc12a6	9990	SLC12A6
210982	Bicral	23506	BICRAL
381157	Greb1l	80000	GREB1L
71393	Kctd6	200845	KCTD6
21808	Tgfb2	7042	TGFB2
28126	Nop16	51491	NOP16
18080	Nin	51199	NIN
98376	Gorab	92344	GORAB
66983	Zfp830	91603	ZNF830
69627	Fam89a	375061	FAM89A
69327	1700007K13Rik	138162	C9orf116
18518	Igbp1	3476	IGBP1
243958	Siglecg	89790	SIGLEC10
59048	C1galt1c1	29071	C1GALT1C1
12545	Cdc7	8317	CDC7
68957	Paqr6	79957	PAQR6
16911	Lmo4	8543	LMO4
11539	Adora1	134	ADORA1
234542	Rtbdn	83546	RTBDN
64424	Polr1e	64425	POLR1E
93681	Zkscan8	7745	ZKSCAN8
14126	Ms4a2	2206	MS4A2
78334	Cdk19	23097	CDK19
19043	Ppm1b	5495	PPM1B
114301	Palmd	54873	PALMD
17130	Smad6	4091	SMAD6
233532	Rsf1	51773	RSF1
19662	Rbp4	5950	RBP4
19367	Rad9a	5883	RAD9A
67420	Far1	84188	FAR1
237320	Aldh8a1	64577	ALDH8A1
20390	Sftpd	6441	SFTPD
103978	Gpc5	2262	GPC5
66979	Pole4	56655	POLE4
330554	Fan1	22909	FAN1
78405	Ntf5	4909	NTF4
67703	Kirrel3	84623	KIRREL3
74004	Jakmip3	282973	JAKMIP3
217194	Klhl11	55175	KLHL11
74068	Asz1	136991	ASZ1
54324	Arhgef5	7984	ARHGEF5
12506	Cd48	962	CD48
237758	Zfp454	285676	ZNF454
76646	Wdr38	401551	WDR38
245886	Ankrd27	84079	ANKRD27
66491	Polr2l	5441	POLR2L
67168	Lpar6	10161	LPAR6
20480	Clpb	81570	CLPB
68799	Rgmb	285704	RGMB
20745	Spock1	6695	SPOCK1
66841	Etfdh	2110	ETFDH
244416	Ppp1r3b	79660	PPP1R3B
15529	Sdc2	6383	SDC2
16195	Il6st	3572	IL6ST
242700	Ifnlr1	163702	IFNLR1
67358	1700093K21Rik	339804	C2orf74
56068	Ammecr1	9949	AMMECR1
213389	Prdm9	56979	PRDM9
83922	Cep41	95681	CEP41
75965	Zdhhc20	253832	ZDHHC20
102637705	Ly6l	101928108	LY6L
246228	Vwa1	64856	VWA1
100043173	BB114814	729800	LOC729800
73690	Glipr1	11010	GLIPR1
30939	Pttg1	9232	PTTG1
381917	Dnah3	55567	DNAH3
21375	Tbr1	10716	TBR1
71854	Dpep3	64180	DPEP3
94230	Cpsf1	29894	CPSF1
433638	I830077J02Rik	128346	C1orf162
74309	Osbp2	23762	OSBP2
216820	Dhrs7b	25979	DHRS7B
22361	Vnn1	8876	VNN1
52662	Ldlrad4	753	LDLRAD4
230726	Rhbdl2	54933	RHBDL2
12032	Bcan	63827	BCAN
114715	Spred1	161742	SPRED1
211550	Tifa	92610	TIFA
20199	S100a5	6276	S100A5
15371	Hmx1	3166	HMX1
74340	Ahcyl2	23382	AHCYL2
22223	Uchl1	7345	UCHL1
12478	Cd19	930	CD19
224907	Dus3l	56931	DUS3L
14027	Evpl	2125	EVPL
11844	Arf5	381	ARF5
67956	Kmt5a	387893	KMT5A
12865	Cox7a1	1346	COX7A1
11746	Anxa4	307	ANXA4
67150	Rnf141	50862	RNF141
232078	Thnsl2	55258	THNSL2
380601	Fastkd5	60493	FASTKD5
77041	Arsk	153642	ARSK
18764	Pkd2	5311	PKD2
213109	Phf3	23469	PHF3
223870	Senp1	29843	SENP1
108699	Chn1	1123	CHN1
271813	Agbl2	79841	AGBL2
27984	Efhd2	79180	EFHD2
73389	Hbp1	26959	HBP1
66830	Nacc1	112939	NACC1
212733	Bicdl2	146439	BICDL2
74385	Ap5m1	55745	AP5M1
17451	Mos	4342	MOS
64339	Fndc4	64838	FNDC4
22324	Vav1	7409	VAV1
243328	Slc29a4	222962	SLC29A4
67884	1810043G02Rik	755	CFAP410
242711	Cela3a	10136	CELA3A
56433	Vps29	51699	VPS29
216558	Ugp2	7360	UGP2
17991	Ndufa2	4695	NDUFA2
230700	Foxj3	22887	FOXJ3
16898	Rps2	6187	RPS2
69696	2310057N15Rik	337959	KRTAP13-2
16699	Krtap13	337959	KRTAP13-2
117172	2310034C09Rik	337959	KRTAP13-2
69962	Mettl18	92342	METTL18
18260	Ocln	100506658	OCLN
224823	Rrp36	88745	RRP36
71706	Slc46a3	283537	SLC46A3
93835	Amn	81693	AMN
240023	Pnldc1	154197	PNLDC1
13603	Opn3	23596	OPN3
171167	Fut10	84750	FUT10
13051	Cx3cr1	1524	CX3CR1
624224	Clrn2	645104	CLRN2
76454	Fbxo31	79791	FBXO31
11593	Aga	175	AGA
71943	Tom1l1	10040	TOM1L1
18129	Notch2	4853	NOTCH2
226976	Kansl3	55683	KANSL3
52717	Anapc16	119504	ANAPC16
12396	Cbfa2t2	9139	CBFA2T2
72565	Uaca	55075	UACA
56424	Stub1	10273	STUB1
668158	Ccdc85c	317762	CCDC85C
52710	Slc52a2	79581	SLC52A2
15117	Has2	3037	HAS2
66995	Zcchc18	644353	ZCCHC18
68038	Chid1	66005	CHID1
110648	Lmx1a	4009	LMX1A
14865	Gstm4	2948	GSTM4
99899	Ifi44	10561	IFI44
66412	Arrdc4	91947	ARRDC4
209630	Frmd4a	55691	FRMD4A
73808	Tex36	387718	TEX36
22057	Tob1	10140	TOB1
208449	Sgms1	259230	SGMS1
269033	4930503L19Rik	162681	C18orf54
68944	Tmco1	54499	TMCO1
241769	Kcnk15	60598	KCNK15
209540	Rtl9	57529	RTL9
59046	Arpp19	10776	ARPP19
217216	BC030867	78995	C17orf53
78330	Ndufv3	4731	NDUFV3
